#record_cnt: 1000
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.24
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.24
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.24
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.23
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.23
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.24
ec5,a2,0.23
ec5,a2,0.23
ec5,a2,0.19
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.20
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.23
ec5,a2,0.19
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.19
ec5,a2,0.24
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.20
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.26
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.23
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.20
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.24
ec5,a2,0.22
ec5,a2,0.20
ec5,a2,0.23
ec5,a2,0.22
ec5,a2,0.24
ec5,a2,0.19
ec5,a2,0.20
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.20
ec5,a2,0.24
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.20
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.19
ec5,a2,0.19
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.19
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.23
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.19
ec5,a2,0.24
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.26
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.20
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.24
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.24
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.20
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.19
ec5,a2,0.19
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.19
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.24
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.24
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.23
ec5,a2,0.19
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.24
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.20
ec5,a2,0.23
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.19
ec5,a2,0.24
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.19
ec5,a2,0.22
ec5,a2,0.24
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.23
ec5,a2,0.24
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.19
ec5,a2,0.25
ec5,a2,0.19
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.19
ec5,a2,0.22
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.19
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.23
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.19
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.19
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.24
ec5,a2,0.20
ec5,a2,0.24
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.24
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.19
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.25
ec5,a2,0.19
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.23
ec5,a2,0.22
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.22
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.20
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.24
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.22
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.21
ec5,a2,0.20
ec5,a2,0.24
ec5,a2,0.19
ec5,a2,0.23
ec5,a2,0.21
ec5,a2,0.22
ec5,a2,0.21
ec5,a2,0.24
ec5,a2,0.25
ec5,a2,0.24
